1 Hint: ( net_buffer_length , 1mb , [] )  hint_id : 68 
57 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
57 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
57 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
57 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
57 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
57 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
57 Hint: ( innodb_lru_scan_depth , decrease , ['write heavy'] )  hint_id : 36 
57 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
58 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
58 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
58 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
58 Hint: ( innodb_lru_scan_depth , decrease , ['write heavy'] )  hint_id : 36 
58 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
58 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
59 Hint: ( innodb_log_buffer_size , increase , ['large queries'] )  hint_id : 22 
59 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
59 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
59 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
59 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
59 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
60 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
60 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
60 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
60 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
60 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
61 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
61 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
61 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
61 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
61 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
61 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
62 Hint: ( innodb_log_buffer_size , increase , ['large queries'] )  hint_id : 22 
62 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
62 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
62 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
62 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
62 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
62 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
62 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
63 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
63 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
63 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
63 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
63 Hint: ( innodb_log_buffer_size , increase , ['large queries'] )  hint_id : 22 
63 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
63 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
63 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
63 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
63 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
63 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
64 Hint: ( innodb_log_buffer_size , increase , ['large queries'] )  hint_id : 22 
64 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
65 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
65 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
65 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
65 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
65 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
65 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
65 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
66 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
66 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
66 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
66 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
66 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
67 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
67 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
67 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
67 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
67 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
67 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
67 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
67 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
67 Hint: ( innodb_lru_scan_depth , decrease , ['write heavy'] )  hint_id : 36 
67 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
67 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
68 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
68 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
68 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
68 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
68 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
69 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
69 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
69 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
69 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
69 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
69 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
69 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
69 Hint: ( innodb_lru_scan_depth , decrease , ['write heavy'] )  hint_id : 36 
69 Hint: ( innodb_write_io_threads , 8 , ['write heavy'] )  hint_id : 41 
69 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
70 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
70 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
70 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
70 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
70 Hint: ( innodb_lru_scan_depth , decrease , ['write heavy'] )  hint_id : 36 
70 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
71 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
71 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
71 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
71 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
71 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
71 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
71 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
71 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
71 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
71 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
72 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
72 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
72 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
72 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
73 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
73 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
73 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
73 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
73 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
73 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
74 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
74 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
74 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
74 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
74 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
74 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
75 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
75 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
75 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
75 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
75 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
75 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
76 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
76 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
76 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
76 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
76 Hint: ( innodb_lru_scan_depth , decrease , ['write heavy'] )  hint_id : 36 
76 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
76 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
77 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
77 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
77 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
77 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
77 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
77 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
77 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
78 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
78 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
78 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
78 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
79 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
79 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
79 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
79 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
79 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
79 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
79 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
79 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
79 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
80 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
80 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
80 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
80 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
81 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
81 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
81 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
81 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
82 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
82 Hint: ( innodb_lru_scan_depth , decrease , ['write heavy'] )  hint_id : 36 
83 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
83 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
83 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
83 Hint: ( innodb_lru_scan_depth , decrease , ['write heavy'] )  hint_id : 36 
83 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
84 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
84 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
84 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
84 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
85 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
86 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
86 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
87 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
87 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
87 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
87 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
87 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
88 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
88 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
88 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
89 Hint: ( innodb_lru_scan_depth , decrease , ['write heavy'] )  hint_id : 36 
89 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
89 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
90 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
90 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
91 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
91 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
91 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
91 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
91 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
92 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
92 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
92 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
92 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
92 Hint: ( innodb_lru_scan_depth , decrease , ['write heavy'] )  hint_id : 36 
93 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
93 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
93 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
93 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
93 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
94 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
94 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
94 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
94 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
95 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
95 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
95 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
95 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
95 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
96 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
96 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
96 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
96 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
96 Hint: ( innodb_lru_scan_depth , decrease , ['write heavy'] )  hint_id : 36 
97 Hint: ( innodb_log_buffer_size , increase , ['large queries'] )  hint_id : 22 
97 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
97 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
97 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
97 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
98 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
98 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
98 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
99 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
99 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
99 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
99 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
99 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
99 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
99 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
99 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
99 Hint: ( innodb_lru_scan_depth , decrease , ['write heavy'] )  hint_id : 36 
100 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
100 Hint: ( innodb_log_buffer_size , increase , ['large queries'] )  hint_id : 22 
100 Hint: ( innodb_lru_scan_depth , decrease , ['write heavy'] )  hint_id : 36 
100 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
100 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
101 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
101 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
101 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
101 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
101 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
101 Hint: ( innodb_write_io_threads , 8 , ['write heavy'] )  hint_id : 41 
101 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
101 Hint: ( innodb_io_capacity , increase , ['dirty data in buffer pool'] )  hint_id : 15 
102 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
102 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
102 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
102 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
102 Hint: ( innodb_log_file_size , 1024mb , [] )  hint_id : 30 
102 Hint: ( innodb_log_file_size , 4gb , ['write heavy'] )  hint_id : 32 
102 Hint: ( innodb_log_file_size , 2gb , [] )  hint_id : 33 
102 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
102 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
103 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
103 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
103 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
103 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
103 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
103 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
103 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
103 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
103 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
103 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
104 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
104 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
104 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
104 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
104 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
104 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
104 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
104 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
104 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
105 Hint: ( innodb_buffer_pool_size , increase , ['large queries'] )  hint_id : 14 
105 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
105 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
105 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
105 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
105 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
105 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
105 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
106 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
106 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
106 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
106 Hint: ( innodb_io_capacity , 1000 , ['SSD'] )  hint_id : 17 
106 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
106 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
106 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
106 Hint: ( innodb_io_capacity , increase , ['dirty data in buffer pool'] )  hint_id : 15 
107 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
107 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
107 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
107 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
107 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
107 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
107 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
107 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
107 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
107 Hint: ( tmp_table_size , 1gb , ['complex queries'] )  hint_id : 64 
107 Hint: ( tmp_table_size , 32mb , [] )  hint_id : 65 
108 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
109 Hint: ( innodb_buffer_pool_size , 6gb , [] )  hint_id : 1 
109 Hint: ( innodb_buffer_pool_size , 5gb , [] )  hint_id : 2 
109 Hint: ( innodb_buffer_pool_size , 0.75mem , ['write heavy'] )  hint_id : 6 
109 Hint: ( innodb_log_file_size , 512mb , ['write heavy'] )  hint_id : 24 
109 Hint: ( innodb_log_file_size , 256mb , ['write heavy'] )  hint_id : 25 
109 Hint: ( innodb_log_file_size , 128mb , [] )  hint_id : 28 
109 Hint: ( innodb_log_file_size , 500mb , [] )  hint_id : 29 
109 Hint: ( join_buffer_size , 256kb , [] )  hint_id : 47 
109 Hint: ( max_heap_table_size , 64mb , [] )  hint_id : 49 
110 Hint: ( innodb_log_buffer_size , increase , ['large queries'] )  hint_id : 22 
110 Hint: ( innodb_log_file_size , increase , ['write heavy'] )  hint_id : 26 
